Internship_ID,Company,Role,Location,Stipend,Required_Skills,Description
INT_5979,Equinox Labs,Mobile App Developer,Remote,8000,"React Native, Flutter, Kotlin, iOS Development","Join Equinox Labs as a Mobile App Developer. We need expertise in React Native, Flutter."
INT_5980,LunaSys,Data Scientist,Chennai,20000,"Scikit-learn, Tableau, TensorFlow, Data Science","Join LunaSys as a Data Scientist. We need expertise in Scikit-learn, Tableau."
INT_5981,InnovateX,Machine Learning Engineer,Gurgaon,8000,"Machine Learning, PyTorch, TensorFlow, MLOps","Join InnovateX as a Machine Learning Engineer. We need expertise in Machine Learning, PyTorch."
INT_5982,Apex Innovations,UI/UX Designer,Gurgaon,10000,"Adobe XD, Sketch, CSS, Figma, Prototyping","Join Apex Innovations as a UI/UX Designer. We need expertise in Adobe XD, Sketch."
INT_5983,Vanguard Data,Product Manager,Hyderabad,12000,"Data Analysis, Agile, Roadmapping, SQL, Communication","Join Vanguard Data as a Product Manager. We need expertise in Data Analysis, Agile."
INT_5984,CoreSystems,Mobile App Developer,Pune,20000,"Java, React Native, Swift","Join CoreSystems as a Mobile App Developer. We need expertise in Java, React Native."
INT_5985,SoftSystems,Backend Developer,Chennai,8000,"Express.js, API Design, Node.js, Spring Boot","Join SoftSystems as a Backend Developer. We need expertise in Express.js, API Design."
INT_5986,Bright Ideas,UI/UX Designer,Remote,8000,"User Research, Wireframing, Adobe XD, HTML","Join Bright Ideas as a UI/UX Designer. We need expertise in User Research, Wireframing."
INT_5987,Zenith AI,Product Manager,Gurgaon,12000,"JIRA, Data Analysis, Product Management, Roadmapping, Communication","Join Zenith AI as a Product Manager. We need expertise in JIRA, Data Analysis."
INT_5988,Smart Solutions,Machine Learning Engineer,Gurgaon,8000,"Deep Learning, TensorFlow, AWS","Join Smart Solutions as a Machine Learning Engineer. We need expertise in Deep Learning, TensorFlow."
INT_5989,TerraFirm,Data Scientist,Chennai,20000,"NumPy, PyTorch, Python, Pandas","Join TerraFirm as a Data Scientist. We need expertise in NumPy, PyTorch."
INT_5990,BlueWave,DevOps Engineer,Delhi,12000,"Docker, Jenkins, Git","Join BlueWave as a DevOps Engineer. We need expertise in Docker, Jenkins."
INT_5991,OrbitTech,UI/UX Designer,Delhi,25000,"Wireframing, HTML, CSS, Prototyping, User Research","Join OrbitTech as a UI/UX Designer. We need expertise in Wireframing, HTML."
INT_5992,Apex Innovations,QA Engineer,Noida,20000,"JIRA, Manual Testing, SQL, Selenium, Java","Join Apex Innovations as a QA Engineer. We need expertise in JIRA, Manual Testing."
INT_5993,CoreSystems,QA Engineer,Pune,15000,"Selenium, Automation Testing, SQL","Join CoreSystems as a QA Engineer. We need expertise in Selenium, Automation Testing."
INT_5994,Novus Tech,Mobile App Developer,Delhi,5000,"Kotlin, Swift, Android Studio, React Native","Join Novus Tech as a Mobile App Developer. We need expertise in Kotlin, Swift."
INT_5995,Smart Solutions,Product Manager,Remote,25000,"Product Management, SQL, Data Analysis","Join Smart Solutions as a Product Manager. We need expertise in Product Management, SQL."
INT_5996,Horizon Tech,QA Engineer,Gurgaon,8000,"Manual Testing, Java, SQL, Python","Join Horizon Tech as a QA Engineer. We need expertise in Manual Testing, Java."
INT_5997,CoreSystems,Product Manager,Chennai,10000,"Communication, Data Analysis, JIRA","Join CoreSystems as a Product Manager. We need expertise in Communication, Data Analysis."
INT_5998,OrbitTech,Data Scientist,Hyderabad,25000,"Tableau, Deep Learning, NumPy, Python","Join OrbitTech as a Data Scientist. We need expertise in Tableau, Deep Learning."
INT_5999,ClearView Tech,Frontend Developer,Bangalore,10000,"Tailwind CSS, Vue.js, HTML","Join ClearView Tech as a Frontend Developer. We need expertise in Tailwind CSS, Vue.js."
